"Experiment page name",Study,"Location of subjects","Host species","Body site","UBERON ID",Condition,"EFO ID","Group 0 name","Group 1 name","Group 1 definition","Group 0 sample size","Group 1 sample size","Antibiotics exclusion","Sequencing type","16S variable region","Sequencing platform","Statistical test","Significance threshold","MHT correction","LDA Score above","Matched on","Confounders controlled for",Pielou,Shannon,Chao1,Simpson,"Inverse Simpson",Richness,State,Reviewer
"Experiment 4","Study 618",Austria,"Homo sapiens",,,,,"control, moderate, and severe dementia","mild dementia","MMSE 20-26: The Mini-Mental State Examination [19] and the clock drawing test [20] were used to quantify cognitive function. We classified cognitive dysfunction according to the German S3-guideline on Dementia 2016 as MMSE 0–9: severe; MMSE 10–19: moderate; MMSE 20–26: mild; MMSE 27–30: no dementia [21].",,,"4 weeks",16S,"1,2",Illumina,LEfSe,0.05,false,,"age,sex",,,,unchanged,unchanged,,,Complete,Lwaldron
"Experiment 4","Study 624",Japan,"Homo sapiens",Feces,UBERON:0001988,"Colorectal cancer",EFO:0005842,"Before resection","After resection","Surgical resection of Cohort-1 CRC specimens",380,380,"1 Month",16S,"1,2",Illumina,"Mann-Whitney (Wilcoxon)",0.05,,,,,,,,,,,Complete,
"Experiment 4","Study 630",Japan,"Homo sapiens",Feces,UBERON:0001988,"Colorectal cancer",EFO:0005842,"healthy control (normal and a few polyps)",MP,"multiple polypoid adenomas with low- grade dysplasia (MP, more than three adenomas, mostly more than five adenomas)",251,67,"None specified",WMS,,Illumina,"Mann-Whitney (Wilcoxon)",0.005,,,,,,,,,,,Complete,
"Experiment 4","Study 566",Italy,"Homo sapiens",Feces,UBERON:0001988,"juvenile idiopathic arthritis",EFO:0002609,"Healthy subjects","JIA-nERA patients","polyarticular arthritis (JIA-ERA) patients",29,10,"3 months",16S,"5,6",Roche454,"Mann-Whitney (Wilcoxon)",0.05,true,2,,,,unchanged,decreased,,,decreased,Complete,Claregrieve1
"Experiment 4","Study 644",China,"Homo sapiens",Intestine,UBERON:0000160,"Colorectal cancer",EFO:0005842,carcinoma-adjacent,"colorectal cancer","mucosae from colorectal cancer",52,52,"Not specified",16S,"1,2,3,4",Roche454,"Mann-Whitney (Wilcoxon)",0.05,,,,,,,,,,,Complete,
"Experiment 4","Study 648","United States of America","Homo sapiens","Oral opening",UBERON:0000166,"Socioeconomic status",,"Household income (EA & AA) =>$50,000.","Household income (EA & AA) < $50,000.","Oral microbiota of children from low-income households (EA & AA) < $50,000.",30,30,unspecified,16S,"3,4,5",Illumina,PERMANOVA,0.05,true,,,"age,body mass index,education level,ethnic group,sex",,unchanged,,,unchanged,unchanged,Complete,
"Experiment 4","Study 651",China,"Homo sapiens",Intestine,UBERON:0000160,"Colorectal cancer",EFO:0005842,"Healthy volunteers (stc)","CRC patients (stp)","37-88 years of age, diagnosed with colorectal cancer (stp = stool sample)",22,21,"1 month",16S,"1,2,3",Sanger,"Mann-Whitney (Wilcoxon)",0.05,,,"age,sex",,,unchanged,unchanged,,,unchanged,Complete,
"Experiment 4","Study 654","United States of America","Homo sapiens",Feces,UBERON:0001988,"Ethnic group",EFO:0001799,Caucasians,"Asian Pacific","Asian Pacific sampled from Human Microbiome Project (HMP) data set",211,34,NA,16S,"3,4,5",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,"age,body mass index,sex",,decreased,decreased,decreased,,,Complete,
"Experiment 4","Study 663",Malaysia,"Homo sapiens",Feces,UBERON:0001988,"Ethnic group",EFO:0001799,India,Malay,"Malay ethnic group living in the  Segamat Malaysian community.",49,46,,16S,"3,4",Illumina,"Linear Regression",0.05,true,,,"demographics,diet,health,hygiene",unchanged,unchanged,,,,,Complete,Fatima
"Experiment 4","Study 622",China,"Homo sapiens",Intestine,UBERON:0000160,"Colorectal cancer",EFO:0005842,"Healthy Controls","CRC and CRA","Patients with CRC and CRA confirmed by colonoscopy and pathological examination",52,89,"6 months",16S,"1,2,3",Roche454,"Mann-Whitney (Wilcoxon)",0.05,,,,,,unchanged,unchanged,unchanged,,,Complete,
"Experiment 4","Study 673","Colombia,Denmark,France,Japan,South Korea,Spain,United States of America","Homo sapiens",Feces,UBERON:0001988,"ethnic group",EFO:0001799,"USA data","Japan data","The Japanese dataset consisted of 454-generated V1 and V2 16S rDNA sequences of 10 lean and one overweight adult (six females and five males) that participated in an intervention with probiotics",54,11,"4 months",16S,"1,2,3",,ANOSIM,0.05,,,,"age,sex,waist circumference",,,,,,,Complete,
"Experiment 4","Study 681","United States of America","Homo sapiens",Saliva,UBERON:0001836,"Colorectal cancer",EFO:0005842,"Non, Ex Smokers","Current Smokers","Current smoker, regardless of cancer status",138,52,"None specified",16S,"3,4",Illumina,"Negative Binomial Regression",0.05,,,,,,unchanged,unchanged,unchanged,,unchanged,Complete,
"Experiment 4","Study 682",China,"Homo sapiens",duodenum,UBERON:0002114,"small intestine enteropathy",EFO:0009705,HC.sibo-,HC.sibo+,"Healthy controls (no IBS) with SIBO",12,7,"3 months; also includes probiotics and proton-pump inhibitors",16S,"1,2,3",Roche454,Chi-Square,0.05,,,,,,,unchanged,,,,Complete,
"Experiment 4","Study 683",Netherlands,"Homo sapiens",Intestine,UBERON:0000160,"Colorectal adenoma",EFO:0005406,"adenoma group pre-polypectomy","adenoma group post-polypectomy","Patients with a successful polypectomy. A total of 9 patients had advanced adenomas and 10 patients had non-advanced adenoma (NA), with a median size of the largest adenoma being 0.7 cm [IQR 0.5–0.8].",32,32,"3 months prior to study inclusion and 3 months prior to second sample",16S,4,Illumina,LEfSe,0.05,,2,,,,,,,,,Complete,
"Experiment 4","Study 695",China,"Mus musculus",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,control,Coli,"Group 1 mice were treated with colistin (2 mg/ml) in sterile drinking water (Coli group).  Mice (in all groups) were then subcutaneously injected into the right axillary with 0.25 live CT26 tumor cells.",6,7,,WMS,,Illumina,ANOVA,,,,,,,,,,,,Complete,
"Experiment 4","Study 696",China,"Homo sapiens","Intestinal mucosa",UBERON:0001242,Nutraceuticals,,"colorectal cancer patients perioperative placebo","colorectal cancer patients perioperative probiotics","Patients in the PGT group received an encapsulated probiotics preparation (Shanghai Xinyi Pharmaceutical Co., Ltd., Shanghai, China) containing live combined Bifidobacterium longum, Lactobacillus acidophilus and Enterococcus faecalis (1:1:1) with no less than 1.0x107 CFU/g viable cells, three times/day, with a total daily dose of 6.0x107 CFU for five days",11,11,"No antibiotics for 3 months preceding surgery",16S,3,Roche454,LEfSe,,,2,,,,increased,unchanged,increased,,,Complete,
"Experiment 4","Study 694",China,"Mus musculus",Feces,UBERON:0001988,"Gegen Qinlian decoction (GQD)",,control,"low-dose GQD (300 mg/kg)","BALB/c mice (male, ~20 g, aged 5 weeks) were fed adaptively for 1 week under specific pathogen-free conditions with food and water provided ad libitum.  Then the mice were orally gavaged with 300 mg/kg Gegen Qinlian decoction (GQD), a classical traditional Chinese medicine (TCM) formula, once a day for 10 days.  The mouse colorectal carcinoma cell line CT26  (~2.5 × 106 cells/mouse) were transplanted subcutaneously into the left axillary region of each mouse and allowed ~1 week to establish tumours.  When the tumours reached a size of 50mm3, the mice were intraperitoneally (i.p.) injected with 250 μg of anti-mouse PD-1 mAb.  The mice in the control group were administered the same volume of PBS. All mice were injected five times at 3-day intervals with antimouse PD-1 mAb or PBS",11,12,,16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,,,,,,increased,increased,,,,Complete,
"Experiment 4","Study 692",China,"Homo sapiens",Feces,UBERON:0001988,Nutraceutical,CHEBI:50733,"colorectal cancer patients who didn't take prebiotics (postoperative fecal sample)","colorectal cancer patients who took prebiotics (postoperative fecal sample)","Patients with radiologic and pathologic diagnosis of CRC and underwent surgical resection. Patients in the intervention group (prebiotic group) received a daily oral dose of 30 g prebiotic supplement (Hangzhou Niuqu Biotech Co., Hainengbo, China) containing fructooligosaccharide (25%), xylooligosaccharide (25%), polydextrose (25%), and resistant dextrin (25%) for 7 d from hospitalization to the day before the operation.",20,18,"no treatment with antibiotics within 6 mo before surgery",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,increased,,,,,Complete,
"Experiment 4","Study 687",China,"Homo sapiens",Tissue,UBERON:0000479,"Colorectal adenocarcinoma",EFO:0000365,"colorectal cancer patients without APC mutation","colorectal cancer patients with APC mutation","diagnosed of colorectal cancer by colonoscopy and histopathology",9,30,"No antibiotics for one month prior to surgery (fecal sample was taken the night before surgery)",16S,"3,4",Illumina,LEfSe,0.05,false,4,,,,decreased,,decreased,,,Complete,
"Experiment 5","Study 695",China,"Mus musculus",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,control,Vanc,"Group 1 mice were treated with  vancomycin alone (0.25 mg/ml) in sterile drinking water (Vanc group)  Mice (in all groups) were then subcutaneously injected into the right axillary with 0.25 live CT26 tumor cells.",6,7,,WMS,,Illumina,ANOVA,,,,,,,,,,,,Complete,
"Experiment 5","Study 696",China,"Homo sapiens","Intestinal mucosa",UBERON:0001242,Nutraceuticals,,"colorectal cancer patients perioperative placebo","colorectal cancer patients perioperative probiotics","Patients in the PGT group received an encapsulated probiotics preparation (Shanghai Xinyi Pharmaceutical Co., Ltd., Shanghai, China) containing live combined Bifidobacterium longum, Lactobacillus acidophilus and Enterococcus faecalis (1:1:1) with no less than 1.0x107 CFU/g viable cells, three times/day, with a total daily dose of 6.0x107 CFU for five days",11,11,"No antibiotics for 3 months preceding surgery",16S,3,Roche454,LEfSe,0.05,,2,,,,,increased,,,,Complete,
"Experiment 5","Study 694",China,"Mus musculus",Feces,UBERON:0001988,"Gegen Qinlian decoction (GQD)",,control,"PD-1 group","BALB/c mice (male, ~20 g, aged 5 weeks) were fed adaptively for 1 week under specific pathogen-free conditions with food and water provided ad libitum.  Then the mice were orally gavaged with 300 mg/kg Gegen Qinlian decoction (GQD), a classical traditional Chinese medicine (TCM) formula, once a day for 10 days.  The mouse colorectal carcinoma cell line CT26  (~2.5 × 106 cells/mouse) were transplanted subcutaneously into the left axillary region of each mouse and allowed ~1 week to establish tumours.  When the tumours reached a size of 50mm3, the mice were intraperitoneally (i.p.) injected with 250 μg of anti-mouse PD-1 mAb.  The mice in the control group were administered the same volume of PBS. All mice were injected five times at 3-day intervals with antimouse PD-1 mAb or PBS",11,9,,16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,,,,,,unchanged,unchanged,,,,Complete,
"Experiment 5","Study 687",China,"Homo sapiens",Tissue,UBERON:0000479,"Colorectal adenocarcinoma",EFO:0000365,"colorectal cancer patients without PIK3CA mutation","colorectal cancer patients with PIK3CA mutation","diagnosed of colorectal cancer by colonoscopy and histopathology",33,6,"No antibiotics for one month prior to surgery (fecal sample was taken the night before surgery)",16S,"3,4",Illumina,LEfSe,0.05,false,4,,,,decreased,,decreased,,,Complete,
"Experiment 5","Study 1","United States of America","Homo sapiens",Feces,UBERON:0001988,adenoma,EFO:0000232,controls,"Distal conventional adenoma cases","conventional adenoma cases; those with at least one tubular or tubulovillous adenoma and no other polyps of hyperplastic, SSA, or unclassified histology. HP cases; having at least one HP, with no other polyps of tubular, tubulovillous, SSA, or unclassified histology. SSA cases; having at least one SSA, with or without HP(s), and with no other polyps of tubular, tubulovillous, or unclassified histology. Proximal polyps; polyps located in the cecum, ascending colon, hepatic flexure, transverse colon, or splenic flexure. Distal polyps; polyps located in the descending colon, sigmoid colon, or rectum.",323,55,"NYU included who had not been on long-term antibiotic treatment",16S,4,Illumina,DESeq2,0.1,true,,,"age,body mass index,sex",,unchanged,,,,unchanged,Complete,"Shaimaa Elsafoury"
"Experiment 5","Study 130",Spain,"Homo sapiens",Feces,UBERON:0001988,diet,EFO:0002755,"20-30 years participants","> 30 years participants","SEAD: Southern European Atlantic Diet. SEAD adherence was measured using an index of nine food components (fresh fish, cod, red meat and pork products, dairy products, legumes and vegetables, vegetable soup, po- tatoes, wholegrain bread and wine) that ranged from 0 (lowest adherence) to 9 (highest adherence).",15,11,"6 months",16S,,RT-qPCR,ANOVA,0.05,false,,,,,,,,,,Complete,"Shaimaa Elsafoury"
"Experiment 5","Study 131",Brazil,"Homo sapiens",Feces,UBERON:0001988,diet,EFO:0002755,"controls at time 7",Bahia,,21,21,current,16S,"1,2,3",Roche454,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,,,,,,Complete,"Shaimaa Elsafoury"
"Experiment 5","Study 274","United States of America","Homo sapiens",Vagina,UBERON:0000996,"human papilloma virus infection",EFO:0001668,HPV-,HPV+,"HPV+ determined by the Linear Array HPV Genotyping Tests",20,31,"3 months",16S,4,Illumina,DESeq2,0.05,true,,,"age,body mass index,ethnic group",,,,,,,Complete,"Fatima Zohra"
"Experiment 5","Study 34",Austria,"Homo sapiens",Feces,UBERON:0001988,"bipolar disorder",MONDO:0004985,"low TRP","Bipolar patients with high TRP","cases followed the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV)21 diagnosis of bipolar I disorder",,,"1 month",16S,"1,2","Ion Torrent",LEfSe,0.05,false,3,,,,,,,,,Complete,"Shaimaa Elsafoury"
"Experiment 5","Study 39",Philippines,"Homo sapiens","Skin of body",UBERON:0002097,"body odor measurement",EFO:0008386,"after excercise","teen underarm before","Malodor is a phenotype that is well known to arise from specific interactions between host-derived odor precursors and the microbial metabolism that they support",15,15,,WMS,,Illumina,"Mann-Whitney (Wilcoxon)",0.01,true,,,,,,,,,,Complete,"Shaimaa Elsafoury"
"Experiment 5","Study 64",China,"Homo sapiens","Oral gland",UBERON:0010047,periodontitis,EFO:0000649,"No Periodontitis within both positive and negative diabetic background",periodnotitis,"Periodontitis was defined by the following criteria: at least 30% of sites with probing depth and attachment loss, and more than four with probing depth >=4 mm and clinical attachment loss >=2 mm. Subjects with type 2 diabetes had been diagnosed for at least one year with HbA1c >= 6.5%, fasting plasma glucose test >=7.0 mmol/L, or OGTT 2 hour glucose test >=11.1 mmol/L",13,18,"3 months",16S,"1,2,3",Roche454,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,"Shaimaa Elsafoury"
"Experiment 5","Study 48","South Korea","Homo sapiens",Feces,UBERON:0001988,obesity,EFO:0001073,"low HDL-C","high HDL-C","body mass index BMI >= 30 kg/m2, or >= 99th BMI percentile",67,67,"1 month",16S,"1,2,3",Roche454,"Spearman Correlation",0.05,false,,,"age,sex",,,,,,,Complete,Fatima
"Experiment 5","Study 86",Luxembourg,"Homo sapiens",Feces,UBERON:0001988,"cesarean section",EFO:0009636,"vaginal delivery at day 365",c-section,"meconium samples were collected at day 1 after delivery",5,5,"11 mothers (6 contols and 5 cases) used antibiotices 12 hours before and after delivery.",16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,unchanged,unchanged,unchanged,,,unchanged,Complete,"Shaimaa Elsafoury"
"Experiment 5","Study 36",Italy,"Homo sapiens",Feces,UBERON:0001988,obesity,EFO:0001073,"control adolescent","obese adolescent",,12,25,"2 months",16S,"1,2,3",Roche454,"Mann-Whitney (Wilcoxon)",0.05,false,,age,,,unchanged,decreased,,,,Complete,"Shaimaa Elsafoury"
"Experiment 5","Study 68","United States of America","Homo sapiens",Feces,UBERON:0001988,obesity,EFO:0001073,"normal weight women","obese women","Healthy-weight was defined as BMI ≥ 18.5 and <25 kg/m2, overweight as BMI ≥ 25 and <30 kg/m2, and obese as BMI ≥ 30 kg/m5",131,72,"long term use in NYU study. NA for CDC study",16S,4,Illumina,DESeq2,0.05,true,,,"age,polyp,sex",,,,,,,Complete,"Shaimaa Elsafoury"
